system:index,AHGFL1,AHGFL2,AL26EP,AL26EP_ERR,AL26NC,AL26NC_ERR,AL26NP,AL26NP_ERR,ALAMS,ALCORR,ALPROD,ALSELF,ALSNOW,ALSTND,ALTOPO,ALTOTS,AREA,AUTHOR,BASIN,BE10EP,BE10EP_ERR,BE10NC,BE10NC_ERR,BE10NP,BE10NP_ERR,BEAMS,BECORR,BEPROD,BESELF,BESNOW,BESTND,BETOPO,BETOTS,CNTRY,CORDS_ELEV,CRN_SUBCMP,DBDOI,DBVERNO,DIV_ADMIN,DIV_OTHER,EAL_ERR,EAL_GCMYR,EAL_MMKYR,EBE_ERR,EBE_GCMYR,EBE_MMKYR,ELEVATION,ELEV_AVE,ELEV_STD,ERRAL_AMS,ERRAL_MUON,ERRAL_PROD,ERRAL_TOT,ERRBE_AMS,ERRBE_MUON,ERRBE_PROD,ERRBE_TOT,IBRACODE,IBRAREGION,IGSNID,ISL_NAME,LAKE,MATERIAL,METASITEID,OAID,OBSID1,OBSID2,PROJECTION,PROJEPSGID,PUBYEAR,REFDBID,REFDOI,REFID,REGION_INT,REGION_REG,RIVDIV,RIVNAME,SITEID,SITE_COMMT,SIZEMAX,SIZEMIN,SLP_AVE,SLP_STD,SMPID,SMP_COMMT,SMP_DAY,SMP_MONTH,SMP_YEAR,STUDYID,X_WGS84,Y_WGS84,mean,realid,.geo
00000000000000000078,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,14158.2,Godard,ND,1010.0,600.0,27070.0,13560.0,27070.0,13560.0,Gif-sur-Yvette,1.0,9.616,1.0,1.0,07KNSTD,0.968,9.343,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,638.42,0.24421,921.55,-9999.99,3521.83,590.31,-9.99999,-9.99999,-9.99999,-9.99999,0.1634,0.0058,0.04346,0.16918,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000066,S064WTS004,LM261,WGS84_UTM_47N,32647,2010,Godard:2010regressive,10.1016/j.tecto.2009.10.026,Tectonophysics_491,Longmen Shan,NA,not applicable,not applicable,CRNST01058a,NA,1000,250,486.2,207.7,CRNSM01206,NA,-9999,4,2004,S064,103.619811,31.494326,857.2667175230973,194,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,19265.4,Godard,ND,450.0,140.0,61070.0,12600.0,61070.0,12600.0,Gif-sur-Yvette,1.0,9.651,1.0,1.0,07KNSTD,0.963,9.329,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,114.44,0.10801,407.6,-9999.99,3523.57,655.79,-9.99999,-9.99999,-9.99999,-9.99999,0.02331,0.00255,0.01924,0.03033,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000066,S064WTS005,LM263,WGS84_UTM_47N,32647,2010,Godard:2010regressive,10.1016/j.tecto.2009.10.026,Tectonophysics_491,Longmen Shan,NA,not applicable,not applicable,CRNST01059a,NA,1000,250,519.6,218.1,CRNSM01207,NA,-9999,4,2004,S064,103.466585,31.284169,882.8350617610831,152,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ee,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,341.76,Godard,ND,180.0,60.0,61910.0,15590.0,61910.0,15590.0,Gif-sur-Yvette,1.0,3.544,1.0,1.0,07KNSTD,0.961,3.407,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,50.65,0.04052,152.9,-9999.99,1899.81,623.17,-9.99999,-9.99999,-9.99999,-9.99999,0.01095,0.00214,0.00746,0.01342,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000066,S064WTS006,SC004,WGS84_UTM_47N,32647,2010,Godard:2010regressive,10.1016/j.tecto.2009.10.026,Tectonophysics_491,Longmen Shan,NA,not applicable,not applicable,CRNST01060a,NA,1000,250,517.3,226.0,CRNSM01208,NA,-9999,10,2005,S064,103.469089,30.760824,1075.1516087690854,1127,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f2,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,337.75,Godard,ND,230.0,120.0,78240.0,35070.0,78240.0,35070.0,Gif-sur-Yvette,1.0,5.662,1.0,1.0,07KNSTD,0.93,5.257,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,108.14,0.04837,182.53,-9999.99,2490.62,809.74,-9.99999,-9.99999,-9.99999,-9.99999,0.02723,0.0018,0.00875,0.02866,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000066,S064WTS007,SC016,WGS84_UTM_47N,32647,2010,Godard:2010regressive,10.1016/j.tecto.2009.10.026,Tectonophysics_491,Longmen Shan,NA,not applicable,not applicable,CRNST01061a,NA,1000,250,681.9,288.7,CRNSM01209,NA,-9999,10,2005,S064,103.792395,31.236703,1046.6874433712285,1133,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000215,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,315.75,Godard,ND,720.0,250.0,28690.0,7220.0,28690.0,7220.0,Gif-sur-Yvette,1.0,7.108,1.0,1.0,07KNSTD,0.929,6.655,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,203.22,0.16583,625.76,-9999.99,2948.85,785.6,-9.99999,-9.99999,-9.99999,-9.99999,0.04459,0.00518,0.02974,0.05385,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000066,S064WTS008,SC031,WGS84_UTM_47N,32647,2010,Godard:2010regressive,10.1016/j.tecto.2009.10.026,Tectonophysics_491,Longmen Shan,NA,not applicable,not applicable,CRNST01062a,NA,1000,250,699.4,279.2,CRNSM01210,NA,-9999,10,2005,S064,104.000725,31.459914,1053.5566976429986,1203,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000416,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,58.74,Godard,ND,200.0,70.0,39280.0,10960.0,39280.0,10960.0,Gif-sur-Yvette,1.0,2.489,1.0,1.0,07KNSTD,0.98,2.44,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,64.5,0.04696,177.2,-9999.99,1421.31,295.02,-9.99999,-9.99999,-9.99999,-9.99999,0.01429,0.00328,0.00879,0.01709,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000066,S064WTS009,SC033,WGS84_UTM_47N,32647,2010,Godard:2010regressive,10.1016/j.tecto.2009.10.026,Tectonophysics_491,Longmen Shan,NA,not applicable,not applicable,CRNST01063a,NA,1000,250,400.5,153.5,CRNSM01211,NA,-9999,10,2005,S064,103.995846,31.317512,993.5533861210839,2222,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,13492.3,Godard,ND,370.0,90.0,75530.0,11870.0,75530.0,11870.0,Gif-sur-Yvette,1.0,9.78,1.0,1.0,07KNSTD,0.969,9.507,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,81.03,0.08893,335.6,-9999.99,3559.32,555.32,-9.99999,-9.99999,-9.99999,-9.99999,0.01435,0.00206,0.01584,0.02147,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000066,S064WTS010,SC049,WGS84_UTM_47N,32647,2010,Godard:2010regressive,10.1016/j.tecto.2009.10.026,Tectonophysics_491,Longmen Shan,NA,not applicable,not applicable,CRNST01064a,NA,1000,250,483.1,205.9,CRNSM01212,NA,-9999,10,2005,S064,103.853166,31.70438,851.434690052516,206,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000658,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,5.24,Godard,ND,320.0,100.0,26190.0,5910.0,26190.0,5910.0,Gif-sur-Yvette,1.0,2.744,1.0,1.0,07KNSTD,0.961,2.639,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,88.6,0.0758,286.06,-9999.99,1503.86,250.53,-9.99999,-9.99999,-9.99999,-9.99999,0.01808,0.00503,0.0141,0.02348,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000066,S064WTS011,SC059,WGS84_UTM_47N,32647,2010,Godard:2010regressive,10.1016/j.tecto.2009.10.026,Tectonophysics_491,Longmen Shan,NA,not applicable,not applicable,CRNST01065a,NA,1000,250,564.5,154.8,CRNSM01213,NA,-9999,10,2005,S064,103.493266,31.06581,1035.6300610094288,3543,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fd,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,318.48,Godard,ND,250.0,80.0,56690.0,13120.0,56690.0,13120.0,Gif-sur-Yvette,1.0,4.815,1.0,1.0,07KNSTD,0.948,4.581,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,68.12,0.05859,221.09,-9999.99,2272.8,758.1,-9.99999,-9.99999,-9.99999,-9.99999,0.01437,0.00245,0.01065,0.01805,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000066,S064WTS012,SC071,WGS84_UTM_47N,32647,2010,Godard:2010regressive,10.1016/j.tecto.2009.10.026,Tectonophysics_491,Longmen Shan,NA,not applicable,not applicable,CRNST01066a,NA,1000,250,600.1,233.4,CRNSM01214,NA,-9999,10,2005,S064,104.113199,31.515926,976.4398321486066,1153,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b1,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,347.27,Palumbo,ND,77.0,3.3,409668.0,17336.0,449000.0,19000.0,ETH-Zurich,0.9124,11.162,1.0,1.0,S2007,0.99,11.042,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,13.14,0.01888,71.24,-9999.99,3493.1,323.9,-9.99999,-9.99999,-9.99999,-9.99999,8.1E-4,3.7E-4,0.00337,0.00348,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS001,07C44-(Q1),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01141a,NA,710,250,270.7,145.9,CRNSM01348,NA,-9999,-9999,-9999,S070,97.227276,39.716422,188.15858260538192,1004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000173,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,538.07,Palumbo,ND,39.2,1.3,1007290.0,31934.0,1104000.0,35000.0,ETH-Zurich,0.9124,13.755,1.0,1.0,S2007,0.984,13.533,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,6.41,0.00932,35.16,-9999.99,3872.29,429.06,-9.99999,-9.99999,-9.99999,-9.99999,3.0E-4,1.4E-4,0.00167,0.0017,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS002,07C41-(Q2),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01142a,NA,710,250,323.3,197.4,CRNSM01349,NA,-9999,-9999,-9999,S070,97.512626,39.679925,228.3552056754041,841,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,663.03,Palumbo,ND,100.0,4.8,358573.0,17336.0,393000.0,19000.0,ETH-Zurich,0.9124,12.857,1.0,1.0,S2007,0.982,12.612,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,17.19,0.02461,92.85,-9999.99,3746.25,425.68,-9.99999,-9.99999,-9.99999,-9.99999,0.0012,4.3E-4,0.00437,0.00456,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS003,07C42-(Q3),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01143a,NA,710,250,340.7,186.6,CRNSM01350,NA,-9999,-9999,-9999,S070,97.660294,39.643017,231.05898866492316,788,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000641,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,5.45,Palumbo,ND,127.0,6.8,307479.0,16423.0,337000.0,18000.0,ETH-Zurich,0.9124,17.075,1.0,1.0,S2007,0.963,16.454,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,26.11,0.03733,140.86,-9999.99,4326.95,238.84,-9.99999,-9.99999,-9.99999,-9.99999,0.00201,5.4E-4,0.0066,0.00692,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS004,07C43-(Q4),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01144a,NA,710,250,515.5,155.2,CRNSM01351,NA,-9999,-9999,-9999,S070,97.695278,39.403125,277.58121705797794,3437,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000393,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,65.93,Palumbo,ND,50.6,2.1,970794.0,40146.0,1064000.0,44000.0,ETH-Zurich,0.9124,16.286,1.0,1.0,S2007,0.976,15.893,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,7.85,0.01135,42.83,-9999.99,4231.98,270.13,-9.99999,-9.99999,-9.99999,-9.99999,4.7E-4,1.6E-4,0.00202,0.00208,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS005,07C45-(Q5),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01145a,NA,710,250,423.1,160.7,CRNSM01352,NA,-9999,-9999,-9999,S070,97.628325,39.400749,264.74465398879505,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015e,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,567.17,Palumbo,ND,833.0,68.0,43430.0,3558.0,47600.0,3900.0,ETH-Zurich,0.9124,13.222,1.0,1.0,S2007,0.962,12.75,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,152.66,0.20622,778.19,-9999.99,3788.99,561.16,-9.99999,-9.99999,-9.99999,-9.99999,0.01702,0.00377,0.03651,0.04045,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS006,07C46-(Q6),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01146a,NA,710,250,508.0,200.5,CRNSM01353,NA,-9999,-9999,-9999,S070,98.814851,39.338969,298.64915826155817,793,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043d,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,41.44,Palumbo,ND,395.0,26.0,71441.0,4653.0,78300.0,5100.0,ETH-Zurich,0.9124,9.969,1.0,1.0,S2007,0.958,9.545,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,68.09,0.09441,356.25,-9999.99,3294.76,443.85,-9.99999,-9.99999,-9.99999,-9.99999,0.00618,0.00219,0.01681,0.01804,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS007,07C19-(Q7),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01147a,NA,710,250,556.1,164.3,CRNSM01354,NA,-9999,-9999,-9999,S070,99.053012,39.250671,260.4906444906444,2301,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000171,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,558.28,Palumbo,ND,422.0,28.0,84306.0,5566.0,92400.0,6100.0,ETH-Zurich,0.9124,12.977,1.0,1.0,S2007,0.962,12.516,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,74.79,0.10426,393.44,-9999.99,3767.04,516.41,-9.99999,-9.99999,-9.99999,-9.99999,0.00692,0.00193,0.01847,0.01982,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS008,07C13-(Q8),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01148a,NA,710,250,510.6,186.5,CRNSM01355,NA,-9999,-9999,-9999,S070,99.169515,39.161982,307.8896483871722,834,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f4,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,53.1,Palumbo,ND,550.0,43.0,64963.0,5109.0,71200.0,5600.0,ETH-Zurich,0.9124,11.899,1.0,1.0,S2007,0.96,11.425,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,91.23,0.12377,467.07,-9999.99,3620.63,432.62,-9.99999,-9.99999,-9.99999,-9.99999,0.0098,0.00248,0.02196,0.02418,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS009,07C12-(Q9),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01149a,NA,710,250,537.4,165.2,CRNSM01356,NA,-9999,-9999,-9999,S070,99.246332,39.074959,301.51449132492115,2159,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000461,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,37.79,Palumbo,ND,768.0,108.0,33120.0,4653.0,36300.0,5100.0,ETH-Zurich,0.9124,13.259,1.0,1.0,S2007,0.956,12.699,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,232.33,0.26939,1016.58,-9999.99,3835.2,401.61,-9.99999,-9.99999,-9.99999,-9.99999,0.03863,0.00496,0.04769,0.06157,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS010,07C20-(Q10),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01150a,NA,710,250,560.5,166.2,CRNSM01357,NA,-9999,-9999,-9999,S070,99.286703,39.027315,323.06206657420245,2364,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e2,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,56.31,Palumbo,ND,103.0,5.4,322077.0,16423.0,353000.0,18000.0,ETH-Zurich,0.9124,12.045,1.0,1.0,S555,0.961,11.586,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,17.72,0.02521,95.14,-9999.99,3648.59,470.29,-9.99999,-9.99999,-9.99999,-9.99999,0.0013,4.8E-4,0.00449,0.0047,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS011,07C23-(Q11),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01151a,NA,710,250,528.3,172.3,CRNSM01358,NA,-9999,-9999,-9999,S070,99.529001,38.856166,314.17463714179377,2126,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,813.1,Palumbo,ND,196.0,11.0,200728.0,10949.0,220000.0,12000.0,ETH-Zurich,0.9124,12.966,1.0,1.0,S555,0.973,12.617,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,31.03,0.04407,166.29,-9999.99,3786.99,477.72,-9.99999,-9.99999,-9.99999,-9.99999,0.00242,8.0E-4,0.00782,0.00822,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS012,06C16-(Q12),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01152a,NA,710,250,434.5,182.2,CRNSM01359,NA,-9999,-9999,-9999,S070,99.555216,38.794411,324.50186226350564,752,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,9424.81,Palumbo,ND,338.0,18.0,103101.0,5657.0,113000.0,6200.0,ETH-Zurich,0.9124,12.382,1.0,1.0,S555,0.983,12.185,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,58.47,0.08302,313.29,-9999.99,3727.23,447.62,-9.99999,-9.99999,-9.99999,-9.99999,0.00458,0.00156,0.01472,0.01549,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS013,06C32-(Q13),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01153a,NA,500,250,305.8,217.0,CRNSM01360,NA,-9999,-9999,-9999,S070,100.036356,38.670951,352.19224219732826,254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,9424.81,Palumbo,ND,315.0,16.0,110583.0,5566.0,121200.0,6100.0,ETH-Zurich,0.9124,12.382,1.0,1.0,S555,0.983,12.185,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,54.13,0.0774,292.06,-9999.99,3727.23,447.62,-9.99999,-9.99999,-9.99999,-9.99999,0.00391,0.00146,0.01372,0.01434,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS014,06C33-(Q13),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Qilian Shan,NA,not applicable,not applicable,CRNST01153a,NA,1600,500,305.8,217.0,CRNSM01361,NA,-9999,-9999,-9999,S070,100.036356,38.670951,352.19224219732826,255,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000645,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,5.22,Palumbo,ND,17.8,0.71,1160573.0,45620.0,1272000.0,50000.0,ETH-Zurich,0.9124,6.798,1.0,1.0,S555,0.997,6.777,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.9,0.00404,15.26,-9999.99,2680.02,221.47,-9.99999,-9.99999,-9.99999,-9.99999,1.6E-4,1.0E-4,7.4E-4,7.7E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS015,06C34-(L12),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Longshou Shan,NA,not applicable,not applicable,CRNST01154a,NA,710,250,199.8,67.6,CRNSM01362,NA,-9999,-9999,-9999,S070,100.951566,39.037306,251.89107413010595,3455,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d7,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.49,Palumbo,ND,25.0,1.3,344887.0,17336.0,378000.0,19000.0,ETH-Zurich,0.9124,2.939,1.0,1.0,S555,0.997,2.93,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,4.72,0.00615,23.22,-9999.99,1421.33,47.42,-9.99999,-9.99999,-9.99999,-9.99999,3.2E-4,3.2E-4,0.00117,0.00125,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS016,06C10-(H1),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Heli Shan,NA,not applicable,not applicable,CRNST01155a,NA,710,250,182.1,96.1,CRNSM01363,NA,-9999,-9999,-9999,S070,99.456148,39.824733,91.8140703517588,4023,"{""type"":""MultiPoint"",""coordinates"":[]}"
